program,course_code,title,category,academic_year,semester,credits,language,course_url,description,skills_tags,type_of_exam
Business Administration,4.13,Corporate Finance,Compulsory,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,130,1.00.pdf","Introduction to corporate finance including valuation, risk-return, capital structure and financial decisions.","finance, valuation, risk, capital structure, corporate finance",Written exam (100%)
Business Administration,6.108,Business-to-IT Innovation: Was Managerinnen und Manager wissen sollten,Core Elective (without specialisation),2026.0,Spring,4.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,108,1.00.pdf","Course on digital transformation and business-IT alignment, including business models, IT strategy, process design, project management, and innovation methods.","digital transformation, IT strategy, business models, process design, project management, innovation",Presentation (80%) + participation (20%)
Business Administration / Law & Economics,6.124,International Accounting from the Perspective of the CFO,"Core elective (Accounting, Controlling, and Auditing)",2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,124,1.00.pdf","Course on international accounting from a CFO perspective, covering financial reporting, M&A accounting, consolidation, cash flow statements, valuation, audits, and ESG reporting.","international accounting, financial reporting, CFO, M&A, consolidation, valuation, ESG, IFRS, CFO perspective, purchase price allocation, consolidated financial statements, cash flow statement, EPS, currency conversion, company valuation, financial statement audit, ESG reporting",Written exam (50%) + written exam (50%)
Business Administration,6.151,Financial Statement Analysis and Corporate Valuation,"Core elective (Accounting, Controlling, and Auditing)",2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,151,1.00.pdf","Course on financial statement analysis and corporate valuation, including forecasting, cost of capital, ESG in valuation, discounted cash flow, multiples, and residual income models.","valuation, financial statement analysis, forecasting, cost of capital, ESG, DCF",Quiz (75%) + quiz (25%)
Business Administration,6.155,Machine Learning in Finance,Core elective (Finance),2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,155,1.00.pdf",Course on machine learning methods applied to financial problems using programming and data analysis.,"machine learning, finance, data analysis, algorithms, programming, R",Written exam (70%) + group work (30%)
Business Administration / Law & Economics,6.157,"Money, Banking & International Finance",Core elective (Finance),2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,157,1.00.pdf","Course on monetary economics, banking systems, central banks, and international finance.","banking, monetary policy, macroeconomics, finance, exchange rates, central banks, monetary economics, international finance, financial markets, interest rates, money supply, foreign exchange, transmission mechanisms",Written exam (100%)
Business Administration / Law & Economics,6.146,Doing Business in India,Core elective (International Management),2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,146,1.00.pdf","Course on market entry, intercultural management, and business strategy in the Indian context, including case studies and AI applications.","international business, India, market entry, intercultural management, strategy, globalization, international management, doing business in India, emerging markets, business model adaptation, case studies, customized GPTs, GenAI applications, strategic thinking",Presentation (30%) + written work (70%)
Business Administration / Law & Economics,6.113,Managing Innovation in China,Core elective (International Management),2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,113,1.00.pdf","Course on innovation and business strategies in China, including market entry, technology, and competitive dynamics.","China, innovation, international business, strategy, technology, globalization, innovation management, Chinese business culture, entry modes, indigenous innovation, intellectual property, venture capital, R&D, emerging markets, Asia-Pacific, FDI",Presentation (35%) + written work (60%) + presentation (5%)
Business Administration / Law & Economics,6.131,Management von organisationalem Verhalten,Core elective (Human Resources Management),2026.0,Spring,4.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,131,1.00.pdf","Course on organizational behavior including personality, leadership, communication, team dynamics, and workplace design.","organizational behavior, leadership, communication, teams, psychology, management, evidence-based management, personality, emotional intelligence, charisma, transformational leadership, job crafting, diversity, inclusion, implicit biases, digitalization, holacracy",Written exam (100%)
Business Administration / Law & Economics,6.106,Käuferverhalten,Core elective (Marketing),2026.0,Spring,4.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,106,1.00.pdf","Course on consumer behavior including psychological, social, and economic factors influencing purchasing decisions.","consumer behavior, psychology, decision making, marketing, customer analysis, buyer behavior, marketing communication, consumer psychology, purchase decision, customer satisfaction, case study, consumer research",Presentation (100%)
Business Administration / Law & Economics,6.101,Business Excellence,Core elective (Operations and Innovationsmanagement),2026.0,Spring,4.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,101,1.00.pdf","Course on quality management and business excellence including process quality, tools, and decision-making in complex environments.","quality management, business excellence, process improvement, decision making, operations, TQM, process management, product quality, QM tools, St. Gallen approach, case studies, decision making under uncertainty",Presentation (50%) + written work (50%)
Business Administration / Law & Economics,6.134,Einsatz von Management-Tools,Core elective (Strategic Management),2026.0,Spring,4.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,134,1.00.pdf","Course on management tools applied in strategic due diligence, including market analysis, financial analysis, and company valuation.","strategy, consulting, due diligence, market analysis, financial analysis, business evaluation, management tools, strategic due diligence, competitor analysis, SWOT analysis, business model benchmarking, cost structure analysis, value creation, company valuation, case study",Presentation (50%) + written work (50%)
Business Administration / Law & Economics,4.304,International Economics,Elective,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,304,1.00.pdf","Course on global trade, exchange rates, and international macroeconomic policy using theoretical models.","international economics, trade, globalization, exchange rates, policy, macro, trade theory, comparative advantage, trade policy, tariffs, monetary policy, capital flows, open economy macroeconomics",Written exam (70%) + written work (20%) + presentation (10%)
Business Administration,4.3,International Relations,Elective,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,300,1.00.pdf","Course on theories of international politics including realism, liberalism, and global governance.","international relations, geopolitics, global governance, political theory, policy",Written exam (100%)
Business Administration / Law & Economics,4.502,Obligationenrecht AT und BT (BLE),Elective,2026.0,Spring,8.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,502,1.00.pdf","Course on Swiss contract law covering formation, execution, breach, and different contract types.","law, contracts, legal analysis, corporate law, obligations, compliance, law of obligations, contract law, Swiss law, sales contract, lease, mandate, work contract, case solving, legal methodology",Written exam (100%)
Business Administration / Law & Economics,6.27,Time Series Analysis,Elective,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,270,1.00.pdf","Course on time series modeling, forecasting, ARMA/ARIMA models, and statistical analysis.","time series, forecasting, ARIMA, statistics, econometrics, R, time series analysis, trend estimation, seasonality, stationary processes, ARMA models, ARIMA models, autocorrelation function, maximum likelihood estimation, unit root tests, R programming",Oral exam (100%)
Business Administration / Law & Economics,6.306,Business and Politics: A Risk Perspective,Elective,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,306,1.00.pdf",Course on political risk analysis and the interaction between business and government environments.,"political risk, strategy, governance, policy, risk analysis, business environment, non-market environment, business and politics, geopolitics, mitigation strategies, policy analysis, stakeholder management, executive briefing, case study",Written work (80%) + presentation (20%)
Business Administration / Law & Economics,6.3,Public Sector Economics,Elective,2026.0,Spring,4.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/6,300,1.00.pdf","Course on government policy, taxation, market failures, and economic policy design.","public economics, taxation, inequality, policy, welfare economics, regulation, public sector economics, economic policy, welfare measurement, market failures, redistribution, tax systems, climate policy, social insurance, tax competition, federalism, special interest politics",Written exam (100%)
